months_as_customer,age,policy_deductable,policy_annual_premium,insured_zip,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
224,42,500,1212.75,455913,0,-51400,11,1,0,0,55200,9200,13800,32200,1998,-2.203081987909385,0.13696646213004945,0.4465728374575372,0.311661773821378,0.43727091626620046,0.13478224442051628,-0.018785101733941607,0.023090412031803148,-0.0738087848394202,-0.45652694371207714,-0.04243800242343339,-0.44246528364474813,-0.5814100653864158,0.07706429870743069,-0.09031108450269353,0.04272739263157288,0.1155850283781956
230,43,2000,1221.14,473394,48100,0,13,1,0,2,75460,13720,13720,48020,2002,-2.0671680211719905,-0.14776985063639064,-0.6174740270057557,-0.40590283488241885,0.33370548948927864,-0.16182875174650033,-0.24664327603157415,-0.5536217806696979,0.28711968173540187,-0.4305238384679288,0.0958006614166789,0.5058786977735478,0.07756870962811824,0.1756452873348247,-0.12441178893006608,0.4665299128047201,-0.4993066682634876
189,39,2000,838.02,450702,0,0,7,3,2,0,64400,6440,6440,51520,1997,-2.2104419500070778,0.15386139169970292,0.2934442440762476,0.16036758944878968,-0.026737003146910104,-0.08849159456909836,0.08558578415239515,0.33890996139333907,-0.6001675984865427,0.026255453195158086,-0.4456064634989517,-0.4748642173030097,-0.025001228318903723,-0.08032202557660917,0.2691019350896632,-0.07892078881150616,-0.10778413409411616
238,43,1000,1524.45,607458,0,-44800,21,4,0,0,42700,4270,4270,34160,1995,-1.7153618329022726,-0.04739681168005192,0.1142467224983599,-0.35623050700093595,-0.45837549302844355,-0.041445947615822896,-0.1335313180009025,-0.23331027500024934,0.47129200068819604,0.6459451239797158,-0.6620664046855468,0.2438650205073311,0.32968663346771215,-0.039819771401514575,0.5266896840353715,-0.8147052614167443,-0.44821055277606264
295,48,1000,1148.73,439787,0,0,6,1,1,2,5400,900,900,3600,1999,-1.815947981570743,0.6127232745142059,0.19679454062033896,-0.04076199501320048,0.5860915010083246,0.006040650724925637,-0.6436452843742104,-0.2361594435725531,0.1589806243637742,-0.49284613765886554,-0.3997226400568173,0.0029297410732458742,-0.5306189543473656,-0.2962240785218079,0.3548100413034197,-0.7859832904344166,0.05858951868165341
267,46,2000,1111.17,469438,35000,0,3,1,2,3,4950,900,450,3600,1995,-1.7403857040344297,0.42027055074423264,-0.10257990595023858,0.36575311549628914,0.00750910644760552,0.16285697948525907,-0.14041885426503387,0.14203162017295234,0.5524360172031918,-0.31599308567978657,-0.382261306824513,0.2536149035158496,-0.19090177169584893,0.21808369319052656,-0.13430886083699545,-0.28116369529513824,0.058907181167179454
39,22,500,1173.21,431202,0,0,14,1,0,1,86130,15660,7830,62640,2009,-2.1540155739247657,-0.15842743298890255,-1.005029844292791,0.3715365878129027,-0.29828209989170573,-0.1531357842297929,0.26999101432274014,-0.09475593451190566,-0.09221014901426819,-0.26277965689721805,-0.1824185118429638,-0.0440227404293972,-0.2237491940437618,0.4904297341753437,-0.32463014005384166,0.9669725230228263,-0.27022031165994354
402,54,2000,1285.09,444558,48000,-79600,19,1,0,2,67770,7530,15060,45180,2013,-2.1461649476872267,0.017557590490619265,0.1561118357673158,0.740230081817267,0.014706176793705849,0.18374813547376048,0.23520892873630303,-0.06359790292340035,0.5637136407310875,-0.2160103892779687,-0.09866979491701536,-0.10565797539680616,-0.5606427947044113,0.40789570115588614,0.3475143038605347,0.23784584498958705,-0.5600833644297523
280,41,2000,1140.31,473243,29300,-64700,10,3,0,3,53020,9640,9640,33740,1999,-2.2271245307618477,0.6273529723795167,-0.271330689632185,0.4783698905807879,-0.3072770923464307,0.18517836339985652,0.0568888102189029,0.007816453100761183,-0.07358516107363315,0.06789360632880222,-0.5244145247214995,0.44828912457766884,0.24832186457527305,-0.029472678839902247,-0.01808244632082351,-0.25570671872600825,0.113841349231838
202,38,2000,1132.74,616120,0,-37500,12,1,1,1,77440,7040,14080,56320,2005,-2.1446929552676885,0.15570136059310985,0.3179910618960025,-0.14694315409929945,0.2873690223141785,-0.0444261898441453,-0.2364420861370314,0.46821931949642587,-0.20272137789072392,0.11438376385336045,0.275468976273748,-0.11260624953269985,-0.07701463773941325,-0.7098164832361534,0.10862174532416274,0.543967408918225,0.33358222727801623
355,47,2000,1273.7,433473,0,0,19,3,2,1,62800,6280,6280,50240,2003,-1.76590023930643,0.31967352578303865,-0.13055961942377262,-0.13784337342350653,-0.39178351034582026,0.266399991774438,-0.4604736137812569,-0.43606611897783437,0.0922044809013434,0.6731599169424208,-0.648909911654959,0.4523424968982147,-0.05342427876042466,-0.5669007398429271,0.12758355460966395,-0.6714622584177052,0.2527782647701672
155,35,1000,1088.34,614780,81100,0,16,3,2,3,29790,3310,3310,23170,2008,-2.2114232782867695,0.32179022577726885,0.25062957352706644,0.015138846075361954,-0.07877833266330844,-0.20219659241532734,0.015344112128303417,0.39456328638903,-0.2577999223660581,0.2700076681428832,0.10511689755953321,0.06682207079631838,0.5421693919476109,-0.4451668500122793,0.5803049940517321,0.2491092096256418,0.23172262818657663
446,61,1000,1037.32,438837,0,-15700,1,3,2,1,80880,6740,13480,60660,2005,-2.207497965168001,-0.30940057777361146,-0.35785216906892386,-0.812908416346463,0.07943117739871745,-0.2358560768758713,-0.18346838005924368,0.09093352907883659,-0.9127715723221997,-0.11363417623606294,-0.05693721015828971,-0.20491549667265083,0.33433260039775475,0.05988037930174077,-0.22169308756956574,-0.07252523219729394,0.2753927426245088
234,43,500,1257.04,448294,0,-48800,4,1,2,2,51600,10320,5160,36120,2011,-2.1932687051124606,0.21940849733126133,-0.11711050550251127,0.7835423417302946,-0.304737944681252,0.24714772115975944,0.308828138931342,-0.2655119567218489,0.23513101888152466,-0.02997967963940663,-0.3900302818439211,-0.008678293665721794,-0.2911837331425581,0.14337349733320587,0.5514319383493547,0.24622836507779086,0.05099718992729496
30,31,2000,1153.35,430714,0,0,9,1,2,1,5760,960,960,3840,2011,-1.8821876404499776,0.20526437307591316,0.03877210735691421,0.7536261130127857,-0.0009709866952838896,-0.27972654764029303,0.3915178565818663,-0.057331325677242286,0.22030007347255195,-0.07405479016834167,0.5214341491830441,-0.0631515897184627,-0.17047156723420293,0.13776717813123873,0.15397470060420185,0.008851435846319602,-0.3081252327578989
93,32,2000,1624.82,454656,65300,-65600,16,1,1,1,78120,17360,8680,52080,2006,-2.1456742835473808,0.3272569404758363,-0.0075246698775652725,0.3349467990294765,0.2273191035216315,0.4790593246771053,-0.03577510007641313,-0.12278724996845254,0.5885984048817873,-0.03798249989011363,-0.3655732937177995,0.014963708020959705,-0.24312983283319622,0.24794430697126701,-0.34903788619382603,0.1579782612061567,-0.01459559215684117
202,34,500,848.07,607730,31000,-30200,5,1,2,1,5720,1040,520,4160,2003,-1.444515227707177,-0.48157603566194956,-0.7851643744000028,-0.15490779987869976,-0.4715987720730664,0.032702612299498925,0.27294840575825335,0.12723905075196698,0.7077440649891794,-0.35777128559699645,-0.5040106061535338,-0.4007622597977882,0.05519853982842195,0.1558471947669951,-0.4469663458913379,0.18482769260766965,0.1771802084066912
121,34,500,1285.42,465440,0,0,11,1,1,1,67300,6730,6730,53840,2000,-2.0524480969766046,-0.2828834807795991,-0.5180771451059586,-0.09201383915989786,0.3598353248222065,0.12764266659335488,-0.17793875747931737,-0.7061303069865787,0.15645613417546217,-0.3337990237061704,0.34360502358820955,0.4519512257860277,-0.31625985878305657,0.11169164109684745,-0.4952005035541973,-0.012788826548591254,0.14769100472151309
166,34,1000,1083.72,617774,65600,-68200,18,1,0,2,53680,4880,4880,43920,2005,-2.1780581167772297,-0.1259568586845495,0.8085773330454494,-0.05256738836142821,0.7638786320921069,-0.13246563220210486,-0.15728203349553485,0.04399125149175648,0.5723824402443072,-0.3179918303845883,0.04029593235956406,-0.12012738798334904,-0.35887782899605336,0.1406017755823097,0.6458695484501127,-0.9111297547292051,-0.5403476288946871
19,29,500,1304.35,617267,0,0,6,3,0,2,75400,11600,11600,52200,2005,-2.1653008491412282,0.33300418036499585,0.09264523288422409,0.11849278178276194,0.04302583153448798,0.06049731770360295,-0.3027287829948259,-0.16783487754102483,0.7859396361692348,-0.019972976669271694,-0.43869825737229223,0.6120579846977657,0.25465525272230616,0.08261026790819642,0.33522511449398584,-0.7061221819517016,-0.438056226301054
210,37,500,1467.76,601425,38700,-33100,8,1,1,3,63300,6330,6330,50640,2000,-2.183455422315537,0.293343039283603,0.5011902577815209,0.06102288270571487,0.34392894992644146,-0.15666902765075702,-0.06416701137605407,-0.18612823659499422,0.27159157280461704,-0.6059234878565437,-0.17964924086525474,-0.16571636298277662,-0.1722352974519697,0.18041243634415116,0.12595400887028274,-0.13512171389976413,-0.46298135344927976
230,41,1000,1464.03,444797,0,0,19,3,2,0,53040,4420,4420,44200,2006,-2.208479293447693,-0.49907195735922466,-0.39723888119680395,-0.13087362863264498,0.26432602159635804,-0.021778149657686693,0.0978712215224961,-0.20089040511464482,0.02770731610612353,0.04529035891602734,0.2851049618870685,0.44211722858662716,0.3456530904628342,0.6484512287324402,-0.018638931764507982,0.4155583875399235,-0.3794083821769514
88,25,1000,1194.0,613583,0,0,6,1,1,2,66780,7420,7420,51940,2013,-2.126538382093379,-0.337293157522327,-0.6006320936510651,-0.13856538883180122,-0.08696142523443848,-0.36395027053132634,-0.008773942600083066,0.08995759780414973,-0.16607451658408323,-0.6260165977846389,0.0014066174373574374,-0.20145125780589615,-0.16679904253610756,0.28584150794292,-0.11646475892997879,0.46520872738836866,-0.24105324939038866
277,44,500,1412.31,620737,0,0,6,1,1,3,5000,1000,500,3500,2005,-1.8051533704941267,-0.3419481436400782,-0.7051722740766845,-0.11945884525575418,0.08690865317864144,0.1948851322893662,-0.03643590991362064,-0.3467914302091377,0.18680412278222158,-0.33839422356747134,0.0020417522293223536,0.23885762033708843,0.03315919896163022,0.32123406905057833,-0.266197485208603,-0.09473728983377491,0.009949554179346787
25,38,1000,1540.91,608807,40900,0,0,1,1,1,4320,480,960,2880,1995,-1.3164518872073219,0.15896147875439107,0.009556350460032932,0.3643473853498012,-0.15439808088581528,0.41106755822891905,0.0004747499359457985,-0.5625615974530802,0.7908907557541304,0.05886294076102448,-0.47325604024999973,-0.04971046128673177,-0.07072159223141564,0.1744842262366701,0.0329600581177802,-0.7355196359176146,0.5793875766072477
297,48,1000,1464.73,443861,54900,-36700,17,3,0,0,51480,5720,5720,40040,2013,-1.7786575069424304,-0.3624544505398643,-0.6032629906265347,-0.5055467135783461,-0.5717401618420461,-0.39008095393518755,0.324955790413935,-0.3145008550110682,0.10602844913153024,-0.09231214504995879,-0.12723648329279044,-0.018226833325587073,0.6200779096488975,0.30116807973784077,0.22712123681531385,-0.10008002273430602,-0.32951414166071236
253,41,1000,1435.09,471519,36600,0,17,1,2,0,56610,6290,6290,44030,1995,-2.2119139424266163,-0.3755793853969796,-0.5834462115668055,-0.4081538905427825,-0.23813605521898473,-0.12095494074844972,-0.0893442803432567,-0.039171112785899596,-0.1662900259794215,-0.2997311471040015,-0.2600279141391543,-0.1612815428429419,-0.025363978801557184,-0.19724894893695008,-0.1575270875933059,0.020274840494778058,-0.19444419172221392
405,58,500,1237.88,462683,0,-46900,11,1,0,0,63580,5780,5780,52020,1997,-2.1967033540913836,0.7234589017970547,-0.19058534986959427,0.5736139383456839,0.002269462264758778,-0.09810950211451497,-0.027984700013277613,-0.3320711173867162,-0.07752752911370638,-0.020489260145639406,0.0674519213622469,0.04543538979407911,-0.11691043927970894,-0.4229352895161092,-0.5524045571771422,0.7506582353452734,-0.2201036750015189
325,46,500,1348.83,474360,46300,-77500,21,3,1,2,76120,13840,6920,55360,1999,-2.175604796077998,0.04084620829697463,0.5418098944453795,-0.030510699771085566,0.2575241518837909,-0.48757939696571834,0.3493175317375479,0.10487156206062044,-0.744472358552907,-0.014252054297894112,0.7003028232491698,-0.19927076987178596,0.310562797167303,-0.22128034155085002,0.218080271871535,0.06509592976840459,0.023616639972796102
119,32,1000,993.51,468767,0,-49500,12,1,0,3,56300,5630,11260,39410,2011,-2.1358610007504564,-0.2006661990433994,0.28246057376111927,0.534366343946887,0.3687827667817701,-0.03267117312956081,0.4557814188488079,0.01772342385809278,0.2596322653881354,0.1873667376319417,0.8059179069145189,0.15457256359342544,-0.04095009785399084,-0.1498568683247845,-0.5055817123846558,0.058693383025014506,-0.15279012265096564
195,38,2000,1294.93,477356,38000,-50300,12,3,1,2,64620,7180,0,57440,2003,-1.7811108276416614,-0.050376495395135744,0.0956247287306414,0.1444236052059389,-1.0007754077847926,0.1668228901242502,0.27934833792910324,0.14697193015223717,0.29904784542378937,0.7524874507921405,0.4195885824877819,0.6442401738169582,-0.049421801282515415,-0.07886451408662844,-0.5424574564814539,0.07391787332253817,0.3188872911996651
235,40,500,1398.94,613399,0,0,11,1,1,2,68300,6830,13660,47810,2003,-2.1760954602178444,-0.014676975262437584,0.10162058070541663,0.7200768407604686,0.11467736279867964,0.14616585342712216,0.3707900043338134,-0.09695410281305716,0.7849511831546588,0.1501610420667242,0.48229957227104014,0.21205805171529174,0.21677274726803614,0.10874401420717719,-0.07184203257223187,-0.053695678085617427,-0.09053467544100025
274,43,2000,1352.31,465263,40700,-47300,22,1,0,3,63840,10640,10640,42560,2006,-2.0858132584861457,0.4107296101864103,0.016881175758050943,0.8686702492195437,0.1823813357231534,0.09871956429581996,0.026763688900952997,-0.32003511639761173,0.5782477630027674,-0.25447389653383523,-0.1025460428810292,-0.033373128147113684,-0.5762265582831828,0.5790271224621374,0.019772325407510744,0.0275268378204368,0.13237340723346186
143,33,1000,1200.09,454191,38400,-5700,17,3,2,2,70400,14080,7040,49280,2002,-2.179039445056922,0.1950526641061883,0.42112021112666465,-0.34925337604460527,0.37527513961806475,0.28001501427079434,-0.3635490022649859,0.048900756633917436,-0.5865236915434497,0.4251877718501889,-0.3235890861596164,-0.15619402212592223,-0.2642419824168194,-0.5807893624674176,0.6624763804853583,0.40625236760740285,0.32038099304587864
280,43,1000,1559.34,448912,0,-51600,1,1,0,2,77000,14000,7000,56000,2004,-2.1373329931699954,-0.4825333322369732,-0.5123786205726152,0.15093393785675183,0.1549243297010261,-0.06044898951876966,0.17627064292008268,-0.5396944867015583,0.5106499910640143,-0.2824160021145485,0.3154465603245589,0.392218401223302,0.12788652557356497,0.6811327422831335,-0.2391413903270933,0.06717383985745873,-0.31865629406646323
185,34,500,1257.36,474771,0,0,20,3,1,1,51370,9340,4670,37360,2000,-2.1746234677983063,0.19273380067282023,0.37160230176566705,-0.3800413884694466,0.12676150845858344,0.05896091422035723,-0.3825215228991085,0.5001749072881887,-0.3995860281872267,0.04840527425471215,-0.3268830756984449,-0.2652385188248108,-0.16041142483703746,-0.1506757402147506,0.1050959027519152,-0.17960514234939096,-0.11565977888923212
150,37,1000,1007.0,466238,30400,-89400,9,1,0,2,80080,12320,12320,55440,2013,-2.149599596666151,0.043226831816440096,0.37649539247404556,-0.27052274681426686,-0.04416458715876686,0.08732217273215005,-0.07361832848307308,0.197506886200081,0.22985263583369547,-0.17349875444873292,-0.446076545874181,-0.46079860435651226,-0.23317223492128875,-0.32563173481120045,0.17663245909421196,-0.26279801414639303,-0.5502906499050035
295,42,2000,1641.73,450149,62400,0,16,3,0,0,59130,6570,6570,45990,2006,-1.7256657798390427,-0.07261267006218755,0.16324525187050606,-0.17180471127883873,-0.8632924611057106,0.1944431476046324,0.12129896101786344,-0.07164016092164353,0.2882796575052542,0.6104037636114086,-0.5026384745839924,0.05035062200558593,0.05690053668017547,0.04062691440243982,0.05778783272986132,-0.7818697103405177,-0.13586097114818285
404,56,1000,1361.16,437944,0,-63700,23,1,2,0,53100,5310,5310,42480,2005,-1.7291004288179663,-0.9503212950157975,0.07357536369601729,-0.5803772898351718,0.08833104534311934,-0.30234283886940155,0.1757292510514945,-0.427433740645829,-0.17619839355312114,-0.10424716884399528,0.37732762047877355,-0.5992213247644207,-0.4980582307779279,0.1260093647267393,-0.14798461086730286,0.02371047197316241,0.33372763102421676
180,38,2000,1301.13,476685,41300,-55500,12,1,0,2,46200,4200,8400,33600,2003,-2.2398817983978487,0.010172716857034756,0.32398892820454717,0.14605802220257336,-0.1373922193365031,0.05573066644093705,0.17383331427375862,0.02103546923051787,0.1442311023445096,-0.2470932605012406,-0.28071183005486283,-0.42076225708315884,-0.47790646163507994,-0.15643343914210447,0.3652105975614768,-0.0016117992376348256,-0.4790989191046032
461,61,2000,1402.75,449557,0,0,10,3,2,1,72100,7210,14420,50470,2006,-2.2707936392081582,0.5364700400777851,-0.2036218902936104,0.6310664193808497,-0.27748778360098186,-0.02386618591444401,0.1329857127871973,-0.09749791732471358,0.24703050867842052,-0.01100007309960021,-0.42327174140988544,0.1804364221256418,0.26000868418101547,0.46495449597262717,0.43951375674378423,-0.22036384121793157,-0.07378009778003947
79,26,500,1451.62,456446,0,-55700,19,1,2,2,40000,8000,4000,28000,2010,-2.173151475378767,0.25081326027347195,0.02813361904865694,0.3962781701960265,-0.018769585985064056,0.28784279210417657,0.24584125690509315,-0.17795055664287016,0.5405876036211046,0.17760937171801777,0.31498602358631966,0.46690606664484524,0.24103534737907703,-0.3872834993514658,0.40076900302242185,0.1917923148420268,0.47777249601115657
298,49,500,862.92,448809,0,-71700,16,3,0,2,69480,11580,11580,46320,2007,-2.1594128794630736,0.14104478826235545,0.2632482636611341,0.23599348005846046,0.3002719867289298,0.3349669147326933,-0.3579513538276584,-0.10396726433209863,0.4734895243724968,0.3413692892369558,-0.18664440013703457,0.6413787426950363,-0.12729922076663863,-0.005632427251534927,0.2506901202995328,-0.7736674114567982,-0.30967731348385685
157,32,2000,617.11,436711,0,-54100,14,3,1,2,50800,10160,5080,35560,2013,-2.0843412660666067,0.7292953824728038,-0.20638407103092044,0.27797632912291526,0.12205386939490427,0.2672365606221516,-0.5417261238997916,-0.24895659663591288,-0.03573061721627866,-0.10345522815923586,-0.6191812319245619,0.4156352488446663,0.08850979534763792,-0.06803406977274856,0.09925018870328109,-0.2167253799068495,0.12473064480289905
238,39,2000,1488.02,600275,0,-39200,9,1,1,3,5500,1100,550,3850,2010,-2.0220269203061414,-0.5943532608383246,-0.36963720415812684,0.36305257682785563,0.12250169999263259,-0.0915841165186231,0.28508642359317954,0.4631188782553123,-0.0012729577517748237,-0.3702401657686147,0.1320308809564929,-0.4858745757286591,-0.1460162357756946,0.8625005467202781,0.09883838742585424,0.04612540984350892,0.18146960723480007
66,30,500,484.67,608309,21100,-60800,2,3,0,2,65560,11920,11920,41720,2015,-2.154506238064612,-0.13307956878175278,-0.49801121814469235,-0.18008663989968318,0.36507330199181887,-0.2787316868447033,-0.1957386471804798,-0.37638112182973615,-0.9825294147626407,-0.2703022398844315,0.13051404225640165,-0.026009555632837016,-0.17561179054182768,-0.12976178131624258,-0.20196741181765757,0.22658396032749728,0.21631607991197532
69,26,2000,924.72,437688,0,0,14,1,2,2,63120,5260,10520,47340,2008,-2.229087187321233,-0.13672729395409555,0.7490527929294045,-0.028134964562737327,0.6251196801371258,-0.09736786330414901,0.16747569840061263,-0.1677550282125538,0.18904381750946048,0.03875594690712923,0.74185849650912,-0.37878434232295527,-0.09439338361592395,-0.20579437026322098,-0.32603153408186303,-0.3721068496043034,0.12032766126691274
84,32,500,1694.09,603732,0,0,0,1,0,2,57240,4770,9540,42930,1995,-1.791905438718278,0.16562963479798812,0.14576320529024003,-0.3087678066098169,-0.4489583418727189,-0.2919585817469964,-0.021729690820388753,0.3981465760316137,0.44547888337559144,0.3024227641249322,-0.2927057742403363,-0.40473891219854735,0.7316899045081622,-0.13561806661778872,0.5640438948217184,0.1653846550478953,0.15698922229179252
217,39,1000,1530.52,603993,0,0,8,1,2,1,4300,430,430,3440,2000,-1.8709023652335155,-0.041655388506263595,-0.8437617836812982,0.3380183941941037,0.293384172022122,0.05369588818246647,0.013368686466876787,-0.20184449972121443,0.026793007398665983,-0.41386429489961646,-0.0019778550858139633,0.3164419699648891,-0.1596750027600792,0.37639327605271744,-0.28667142790790956,0.1494439697085028,0.4682543093156554
144,37,2000,1896.91,460895,73700,0,17,3,1,3,54400,5440,10880,38080,2015,-2.1741328036584604,0.22915645953902236,0.3261810246067128,-0.223218638592768,-0.11718315398686428,-0.013970491424499284,-0.26988738246595523,0.4404374489909512,-0.37977524446289757,0.07912269064255717,-0.4745509782123414,-0.46434613383099715,-0.15153744044458978,0.035191940895864554,0.3470995887646957,-0.30923155113801193,-0.043064999339653534
159,37,1000,894.4,446435,0,-53700,13,1,2,0,70290,7810,7810,54670,1999,-2.2011193313499993,0.3347631112339064,-0.06778583693744719,0.5489471324800201,-0.28822623392527974,-0.06256909605053741,0.33366535024692234,0.017775552606764965,0.5333295635783559,0.1435815647399654,0.23821004162714432,0.17362045680975338,0.32123418248468527,0.24051370729077368,0.6829712310090278,0.8063819605720699,-0.08701071714500563
322,44,1000,1156.19,606249,49900,-62700,20,3,0,3,49400,9880,4940,34580,2010,-2.1711888188193824,0.0717891510679286,0.3800232831914638,0.03741462476222628,0.07957223594913548,-0.3152590852187303,-0.07680352866611719,0.3965246339790319,-0.20043060422726808,0.42987379977887474,0.4461276680509855,0.10433845164532995,0.27595405264389483,-0.387097065305488,0.0990230124346814,-0.2270999416524942,0.012344484072604273
241,43,1000,935.77,437422,0,-36000,21,1,1,0,7150,1300,650,5200,2003,-1.7776761786627397,-0.210163266074018,-0.74817203828508,0.1710589582841604,0.05859496597474349,0.08963551998250499,0.08193245123299714,-0.2765404827127134,0.14315606452139074,-0.5147970802608599,0.10662127891400335,0.5857625668970573,0.025638216446026735,0.19745789561351623,0.6540011074841621,0.13889264260317968,0.377132369181883
284,43,500,1123.84,609898,48200,0,12,3,0,0,36960,6720,3360,26880,2007,-2.1373329931699954,0.10386174044765,0.19425874518030747,0.476322959112706,0.05798514562136421,-0.23405885777573582,0.32342351322980967,-0.10042987253669416,0.13597866015795723,0.3945796867608882,0.7828784554959602,0.9107156612967804,0.5345969594529832,-0.22235507617001427,0.4313884303819131,-0.7309096000153263,-0.07677323203729819
123,31,500,1326.0,438546,0,-54600,13,1,1,2,72120,12020,12020,48080,2009,-2.1608848718826126,-0.183625041218057,-0.47694678608870483,-0.47643956184297054,0.32160467698530415,-0.14317858239955578,-0.263118529128426,-0.20031494760355428,-0.3722223167864601,-0.40536002371846797,-0.05575955799596158,-0.1213054764095453,-0.14305658465863086,-0.010485078238116284,0.35245237567819143,0.6646530504966498,0.20289729658935818
162,33,500,964.92,601581,45700,0,17,4,2,1,35300,3530,3530,28240,1996,-2.2178019121047705,-0.12290108901053604,0.5652632861947328,-0.12267463759099301,-0.04114989507309575,0.19316069488296367,0.024798134967707212,0.21834043812217974,-0.26022852481749537,0.36720438920738663,-0.11208558835464139,-0.28113618759407544,-0.05035238331152769,0.03290761777522494,0.9658516165482531,-0.4559197640187785,0.41844239527082777
111,27,500,1459.97,441783,0,0,2,3,1,2,80850,7350,14700,58800,2011,-1.8385185320036659,0.0785715946437965,0.10178774338676956,-0.09242202317331856,-0.8988789380612076,0.6662651597237292,-0.07543662686959608,-0.3824918170907815,-0.037617687263955035,0.7826317773711684,-0.4447275294449619,0.29248100840964314,-0.19490823323207934,-0.38557246182648686,-0.40108231140092077,-0.4221369044171599,0.21274022415653437
267,43,500,1300.68,600418,49000,0,0,1,1,3,1920,480,0,1440,2011,-1.8149666532910504,0.03309103941408902,0.1902208466264529,0.5921764138019529,0.2609839321803854,0.4053403599910052,0.21481013965157844,0.08188130662261894,0.8259645763694855,-0.3354296567621976,-0.04509065807504617,0.027507876714646388,-0.3908430122685208,0.44185045824870095,0.02447596974900205,-0.6976358212495364,0.2315296701459297
410,54,2000,714.03,465979,0,-17000,0,1,0,2,59520,9920,9920,39680,2001,-2.1299730310723026,-0.0011230232291068408,0.22664977795525618,0.5924362757848807,0.16847797181538662,0.3987595180757509,0.4394029472962264,0.12222559583753832,0.6018225626654502,0.2403153869892828,0.4393428705793822,0.3854433312102682,0.3203826350938696,0.02153214076527918,-0.5884341561866963,0.17577502561413216,0.11164691735784749
264,43,2000,1353.33,447458,0,-8500,9,3,2,0,95150,17300,17300,60550,2007,-2.191796712692922,0.35360557232625967,-0.0990539600880093,0.527887419911341,-0.2816726217191443,0.24206872945967808,0.22659361126320482,0.20837357089108557,-0.01720009203572609,0.4323573885808736,0.1864900995488851,0.4226698276414199,0.40480544566844123,-0.24930695239848322,0.04376607914109629,0.536768334627117,0.9548079134221845
285,41,1000,1436.79,608177,70900,0,23,1,2,3,108480,18080,18080,72320,2015,-2.164810185001382,0.20182684330490686,0.20552332780474297,0.1524554074780998,-0.05070584931552283,-0.08640487443803437,0.1609020066804302,0.1659417854206453,-0.2145543411926275,-0.029618075646817864,0.29483564839317183,-0.4739960802856403,-0.07517922803560566,-0.2128474543048755,-0.18065199317500785,0.47512242234629537,-0.11192913266183696
215,38,500,1405.71,465376,0,0,10,1,0,1,70700,7070,14140,49490,2008,-2.2133859348461544,-0.16525477172281322,-0.6552153443515207,-0.5156543069799251,-0.09856242222672144,-0.2599358195340149,-0.07566394725814386,-0.05241347872436472,-0.5207996646547894,-0.3577139367765643,-0.29592058745433053,-0.5195689630350061,-0.043011370234657106,0.04737109485227359,-0.21100188107383644,0.8866977196635031,-0.5835824526259862
299,44,1000,1653.32,460517,0,-48800,3,1,2,0,54240,6780,6780,40680,2009,-2.196703354091385,-0.11201743358156013,0.32315622610454553,0.16989160928933655,0.02045367213886024,0.5040004063157487,0.06801187641740568,0.5299756139585088,0.3778897343272894,-0.042060878826915934,-0.42184170340930743,-0.5273011438605439,-0.13153051570310986,0.3144429379727542,0.09812969924548899,0.09912394018792547,-0.0586923966349793
195,36,2000,1346.18,611852,57800,-53300,14,3,2,3,68970,12540,6270,50160,2007,-2.146164947687227,-0.38693764274256576,-0.29725592447764715,-0.4339884571928236,0.2954394347625883,-0.35071957962611094,-0.00994842197121046,-0.08737594230033158,-0.42030981982458615,-0.28509556972102773,0.2620203021326066,0.1381408571507998,0.14587217777069586,0.2803243306561314,0.4583258479952023,-0.03139863894991765,0.5949288607042542
342,49,500,1722.95,472634,63100,-13800,3,1,2,0,76700,7670,7670,61360,2006,-2.1829647581756904,0.3130942110407389,-0.026284536198261023,0.6052979174616551,0.05065242041591125,0.00893146664820951,0.3015081416838759,-0.07255871691530406,0.15466042083066953,-0.13175777224001572,-0.1940991902310654,-0.3497799616095751,-0.42817460011684016,0.5864925030995961,-0.05176232201135006,0.17133833975122525,-0.07113700912302795
278,48,2000,1142.62,475588,0,-54000,12,1,2,0,76050,11700,11700,52650,1997,-1.763446918607199,-0.2569882206176457,-0.4796192822023973,-0.8669062218371528,-0.13572620012912187,-0.18183004569285535,-0.34453916945939217,-0.4891914022979165,-0.08079043624349899,-0.27773658852010874,-0.4634633164276538,-0.5591294985309788,0.17151863428669953,0.03983324835597503,-0.5640389702230548,0.3716890062174407,0.0683988941841221
364,51,500,1268.35,478902,0,0,16,1,2,1,77330,14060,14060,49210,2014,-2.1186877558558397,0.35090165157123737,-0.08381786675144189,0.8260439502238346,-0.13188832065950792,-0.06949943969956632,0.17804050511345185,-0.04666733968419856,0.3402982071205539,0.18731070408467532,0.2601480086378394,0.10921910592035389,0.12203665336413944,0.20886631916940468,-0.19000975883086302,0.3779046016097968,-0.12547079898794403
